---,Name
18531,"NSLOCTEXT("""", ""ItemTable_18531_Name"", ""Campaign Armorer\'s Bench"")"
18532,"NSLOCTEXT("""", ""ItemTable_18532_Name"", ""Garrison Armorer\'s Bench"")"
18533,"NSLOCTEXT("""", ""ItemTable_18533_Name"", ""Precision Tannery"")"
18534,"NSLOCTEXT("""", ""ItemTable_18534_Name"", ""Plant-Based Tannery"")"
18535,"NSLOCTEXT("""", ""ItemTable_18535_Name"", ""Trade Carpenter\'s Bench"")"
18536,"NSLOCTEXT("""", ""ItemTable_18536_Name"", ""Precision Carpenter\'s Bench"")"
18537,"NSLOCTEXT("""", ""ItemTable_18537_Name"", ""Giant\'s Firebowl Cauldron "")"
18538,"NSLOCTEXT("""", ""ItemTable_18538_Name"", ""Precision Firebowl Cauldron"")"
18539,"NSLOCTEXT("""", ""ItemTable_18539_Name"", ""Alchemist\'s Bench"")"
18540,"NSLOCTEXT("""", ""ItemTable_18540_Name"", ""Improved Alchemist\'s Bench"")"
18541,"NSLOCTEXT("""", ""ItemTable_18541_Name"", ""Trade Alchemist\'s Bench"")"
18542,"NSLOCTEXT("""", ""ItemTable_18542_Name"", ""Precision Alchemist\'s Bench"")"
18543,"NSLOCTEXT("""", ""ItemTable_18543_Name"", ""Dyer\'s Bench"")"
18544,"NSLOCTEXT("""", ""ItemTable_18544_Name"", ""Tanner\'s Table"")"
18545,"NSLOCTEXT("""", ""ItemTable_18545_Name"", ""Tinker\'s Bench"")"
18546,"NSLOCTEXT("""", ""ItemTable_18546_Name"", ""Casting Table"")"
18547,"NSLOCTEXT("""", ""ItemTable_18547_Name"", ""Orb of Nergal"")"
18548,"NSLOCTEXT("""", ""ItemTable_18548_Name"", ""Improved Tanner\'s Table"")"
18549,"NSLOCTEXT("""", ""ItemTable_18549_Name"", ""Transportory Stone"")"
18550,"NSLOCTEXT("""", ""ItemTable_18550_Name"", ""Thaumaturgy Bench"")"
18993,"NSLOCTEXT("""", ""ItemTable_18993_Name"", ""Improved Dismantling Bench"")"
18994,"NSLOCTEXT("""", ""ItemTable_18994_Name"", ""Sturdy Foal"")"
18995,"NSLOCTEXT("""", ""ItemTable_18995_Name"", ""Swift Foal"")"
18996,"NSLOCTEXT("""", ""ItemTable_18996_Name"", ""Foal"")"
18997,"NSLOCTEXT("""", ""ItemTable_18997_Name"", ""Stables"")"
18998,"NSLOCTEXT("""", ""ItemTable_18998_Name"", ""Scorpion Egg-sac"")"
18999,"NSLOCTEXT("""", ""ItemTable_18999_Name"", ""Dismantling Bench"")"
19000,"NSLOCTEXT("""", ""ItemTable_19000_Name"", ""Shadebloom"")"
19001,"NSLOCTEXT("""", ""ItemTable_19001_Name"", ""Animal Pen"")"
19002,"NSLOCTEXT("""", ""ItemTable_19002_Name"", ""Reinforced Animal Pen"")"
19003,"NSLOCTEXT("""", ""ItemTable_19003_Name"", ""Armored Animal Pen"")"
19004,"NSLOCTEXT("""", ""ItemTable_19004_Name"", ""Dung"")"
19005,"NSLOCTEXT("""", ""ItemTable_19005_Name"", ""Feed Box"")"
19006,"NSLOCTEXT("""", ""ItemTable_19006_Name"", ""Thrall Pot"")"
19007,"NSLOCTEXT("""", ""ItemTable_19007_Name"", ""Snake Egg"")"
19008,"NSLOCTEXT("""", ""ItemTable_19008_Name"", ""Scorpion Hatchling"")"
19009,"NSLOCTEXT("""", ""ItemTable_19009_Name"", ""Elephant Calf"")"
19010,"NSLOCTEXT("""", ""ItemTable_19010_Name"", ""Bear Cub"")"
19011,"NSLOCTEXT("""", ""ItemTable_19011_Name"", ""Striped Hyena Whelp"")"
19012,"NSLOCTEXT("""", ""ItemTable_19012_Name"", ""Spotted Hyena Whelp"")"
19013,"NSLOCTEXT("""", ""ItemTable_19013_Name"", ""Crocodile Hatchling"")"
19014,"NSLOCTEXT("""", ""ItemTable_19014_Name"", ""Ostrich Chick"")"
19015,"NSLOCTEXT("""", ""ItemTable_19015_Name"", ""Rhino Calf"")"
19016,"NSLOCTEXT("""", ""ItemTable_19016_Name"", ""Locust Spawn"")"
19017,"NSLOCTEXT("""", ""ItemTable_19017_Name"", ""Boar Shoat"")"
19018,"NSLOCTEXT("""", ""ItemTable_19018_Name"", ""Fawn"")"
19019,"NSLOCTEXT("""", ""ItemTable_19019_Name"", ""Shaleback Hatchling"")"
19020,"NSLOCTEXT("""", ""ItemTable_19020_Name"", ""Shaleback Egg"")"
19021,"NSLOCTEXT("""", ""ItemTable_19021_Name"", ""Spider Egg-sac"")"
19022,"NSLOCTEXT("""", ""ItemTable_19022_Name"", ""Ostrich Egg"")"
19023,"NSLOCTEXT("""", ""ItemTable_19023_Name"", ""Shoebill Egg"")"
19024,"NSLOCTEXT("""", ""ItemTable_19024_Name"", ""Sand Reaper Egg "")"
19025,"NSLOCTEXT("""", ""ItemTable_19025_Name"", ""Crocodile Egg"")"
19026,"NSLOCTEXT("""", ""ItemTable_19026_Name"", ""Rocknose Egg"")"
19027,"NSLOCTEXT("""", ""ItemTable_19027_Name"", ""Tiger Cub"")"
19028,"NSLOCTEXT("""", ""ItemTable_19028_Name"", ""Jaguar Cub"")"
19029,"NSLOCTEXT("""", ""ItemTable_19029_Name"", ""Panther Cub"")"
19030,"NSLOCTEXT("""", ""ItemTable_19030_Name"", ""Sabretooth Kitten"")"
19031,"NSLOCTEXT("""", ""ItemTable_19031_Name"", ""Wolf Cub"")"
19032,"NSLOCTEXT("""", ""ItemTable_19032_Name"", ""Frostwolf Cub"")"
19033,"NSLOCTEXT("""", ""ItemTable_19033_Name"", ""Spiderling"")"
19034,"NSLOCTEXT("""", ""ItemTable_19034_Name"", ""Camel Calf"")"
19035,"NSLOCTEXT("""", ""ItemTable_19035_Name"", ""Pebblenose"")"
19036,"NSLOCTEXT("""", ""ItemTable_19036_Name"", ""Shoebill Chick"")"
19037,"NSLOCTEXT("""", ""ItemTable_19037_Name"", ""Lion Cub"")"
19038,"NSLOCTEXT("""", ""ItemTable_19038_Name"", ""Feral Dog Pup"")"
19039,"NSLOCTEXT("""", ""ItemTable_19039_Name"", ""Island Lynx Cub"")"
19040,"NSLOCTEXT("""", ""ItemTable_19040_Name"", ""Crested Lacerta Hatchling"")"
19041,"NSLOCTEXT("""", ""ItemTable_19041_Name"", ""Jungleclaw Cub"")"
19042,"NSLOCTEXT("""", ""ItemTable_19042_Name"", ""Aardwolf Cub"")"
19043,"NSLOCTEXT("""", ""ItemTable_19043_Name"", ""Siptah Pelican Chick"")"
19044,"NSLOCTEXT("""", ""ItemTable_19044_Name"", ""Mountain Lion Cub"")"
19045,"NSLOCTEXT("""", ""ItemTable_19045_Name"", ""Antediluvian Elephant Calf"")"
19046,"NSLOCTEXT("""", ""ItemTable_19046_Name"", ""Siptah Rhinocerous Calf"")"
19047,"NSLOCTEXT("""", ""ItemTable_19047_Name"", ""Siptah Rhinocerous Calf"")"
19048,"NSLOCTEXT("""", ""ItemTable_19048_Name"", ""Cobra Hatchling"")"
19050,"NSLOCTEXT("""", ""ItemTable_19050_Name"", ""Shadespiced Corrupted Flesh"")"
19051,"NSLOCTEXT("""", ""ItemTable_19051_Name"", ""Shadespiced Raw Stringy Meat"")"
19052,"NSLOCTEXT("""", ""ItemTable_19052_Name"", ""Shadespiced Human Flesh"")"
19053,"NSLOCTEXT("""", ""ItemTable_19053_Name"", ""Shadespiced Raw Succulent Meat"")"
19054,"NSLOCTEXT("""", ""ItemTable_19054_Name"", ""Shadespiced Fatty Meat"")"
19055,"NSLOCTEXT("""", ""ItemTable_19055_Name"", ""Shadespiced Perfect Cut of Meat"")"
19056,"NSLOCTEXT("""", ""ItemTable_19056_Name"", ""Shadespiced Raw Tough Meat"")"
19057,"NSLOCTEXT("""", ""ItemTable_19057_Name"", ""Shadespiced Oily Fish"")"
19058,"NSLOCTEXT("""", ""ItemTable_19058_Name"", ""Shadespiced Desert Berries"")"
19059,"NSLOCTEXT("""", ""ItemTable_19059_Name"", ""Shadespiced Fish"")"
19060,"NSLOCTEXT("""", ""ItemTable_19060_Name"", ""Shadespiced Highland Berries"")"
19061,"NSLOCTEXT("""", ""ItemTable_19061_Name"", ""Shadespiced Succulent Fish"")"
19062,"NSLOCTEXT("""", ""ItemTable_19062_Name"", ""Shadespiced Honey"")"
19063,"NSLOCTEXT("""", ""ItemTable_19063_Name"", ""Shadespiced Insects"")"
19064,"NSLOCTEXT("""", ""ItemTable_19064_Name"", ""Shadespiced Fat Grub"")"
19065,"NSLOCTEXT("""", ""ItemTable_19065_Name"", ""Shadespiced Plant Fiber"")"
19066,"NSLOCTEXT("""", ""ItemTable_19066_Name"", ""Shadespiced Vines"")"
19067,"NSLOCTEXT("""", ""ItemTable_19067_Name"", ""Shadespiced Bark"")"
19068,"NSLOCTEXT("""", ""ItemTable_19068_Name"", ""Shadespiced Rotten Meat"")"
19069,"NSLOCTEXT("""", ""ItemTable_19069_Name"", ""Shadespiced Amanita Mushrooms"")"
19070,"NSLOCTEXT("""", ""ItemTable_19070_Name"", ""Shadespiced Puffer Mushrooms"")"
19071,"NSLOCTEXT("""", ""ItemTable_19071_Name"", ""Shadespiced Rotten Shellfish"")"
19072,"NSLOCTEXT("""", ""ItemTable_19072_Name"", ""Shadespiced Shellfish"")"
19073,"NSLOCTEXT("""", ""ItemTable_19073_Name"", ""Shadespiced Succulent Shellfish"")"
19074,"NSLOCTEXT("""", ""ItemTable_19074_Name"", ""Shadespiced Demon Blood"")"
19075,"NSLOCTEXT("""", ""ItemTable_19075_Name"", ""Shadespiced Stone"")"
19076,"NSLOCTEXT("""", ""ItemTable_19076_Name"", ""Shadespiced Crystal"")"
19077,"NSLOCTEXT("""", ""ItemTable_19077_Name"", ""Shadespiced Iron Ore"")"
19078,"NSLOCTEXT("""", ""ItemTable_19078_Name"", ""Shadespiced Gold"")"
19079,"NSLOCTEXT("""", ""ItemTable_19079_Name"", ""Shadespiced Gold Dust"")"
19080,"NSLOCTEXT("""", ""ItemTable_19080_Name"", ""Shadespiced Silver"")"
19081,"NSLOCTEXT("""", ""ItemTable_19081_Name"", ""Shadespiced Silver Dust"")"
19085,"NSLOCTEXT("""", ""ItemTable_19085_Name"", ""Tamed Scorpion"")"
19086,"NSLOCTEXT("""", ""ItemTable_19086_Name"", ""Tamed Scorpion"")"
19087,"NSLOCTEXT("""", ""ItemTable_19087_Name"", ""Tamed Scorpion"")"
19088,"NSLOCTEXT("""", ""ItemTable_19088_Name"", ""Tamed Scorpion"")"
19089,"NSLOCTEXT("""", ""ItemTable_19089_Name"", ""Unstable Wretch"")"
19090,"NSLOCTEXT("""", ""ItemTable_19090_Name"", ""Skeleton"")"
19091,"NSLOCTEXT("""", ""ItemTable_19091_Name"", ""Skeleton Warrior"")"
19092,"NSLOCTEXT("""", ""ItemTable_19092_Name"", ""Wight"")"
19093,"NSLOCTEXT("""", ""ItemTable_19093_Name"", ""Legion Warrior"")"
19094,"NSLOCTEXT("""", ""ItemTable_19094_Name"", ""Undead Kappa"")"
19095,"NSLOCTEXT("""", ""ItemTable_19095_Name"", ""Undead Hyena"")"
19096,"NSLOCTEXT("""", ""ItemTable_19096_Name"", ""Undead Monstrosity"")"
19097,"NSLOCTEXT("""", ""ItemTable_19097_Name"", ""Lion"")"
19098,"NSLOCTEXT("""", ""ItemTable_19098_Name"", ""Greater Lion"")"
19099,"NSLOCTEXT("""", ""ItemTable_19099_Name"", ""Tamed Elephant"")"
19100,"NSLOCTEXT("""", ""ItemTable_19100_Name"", ""Tamed Bear"")"
19101,"NSLOCTEXT("""", ""ItemTable_19101_Name"", ""Tamed Striped Hyena"")"
19102,"NSLOCTEXT("""", ""ItemTable_19102_Name"", ""Tamed Spotted Hyena"")"
19103,"NSLOCTEXT("""", ""ItemTable_19103_Name"", ""Crocodile"")"
19104,"NSLOCTEXT("""", ""ItemTable_19104_Name"", ""Ostrich"")"
19105,"NSLOCTEXT("""", ""ItemTable_19105_Name"", ""Shoebill"")"
19106,"NSLOCTEXT("""", ""ItemTable_19106_Name"", ""Rhinoceros"")"
19107,"NSLOCTEXT("""", ""ItemTable_19107_Name"", ""Sand Reaper"")"
19108,"NSLOCTEXT("""", ""ItemTable_19108_Name"", ""Sand Reaper"")"
19109,"NSLOCTEXT("""", ""ItemTable_19109_Name"", ""Sand Reaper"")"
19110,"NSLOCTEXT("""", ""ItemTable_19110_Name"", ""Rocknose"")"
19111,"NSLOCTEXT("""", ""ItemTable_19111_Name"", ""Boar"")"
19112,"NSLOCTEXT("""", ""ItemTable_19112_Name"", ""Gazelle"")"
19113,"NSLOCTEXT("""", ""ItemTable_19113_Name"", ""Camel"")"
19114,"NSLOCTEXT("""", ""ItemTable_19114_Name"", ""Shaleback"")"
19115,"NSLOCTEXT("""", ""ItemTable_19115_Name"", ""Shaleback"")"
19116,"NSLOCTEXT("""", ""ItemTable_19116_Name"", ""Shaleback"")"
19117,"NSLOCTEXT("""", ""ItemTable_19117_Name"", ""Shaleback"")"
19118,"NSLOCTEXT("""", ""ItemTable_19118_Name"", ""Spider"")"
19119,"NSLOCTEXT("""", ""ItemTable_19119_Name"", ""Spider"")"
19120,"NSLOCTEXT("""", ""ItemTable_19120_Name"", ""Spider"")"
19121,"NSLOCTEXT("""", ""ItemTable_19121_Name"", ""Spider"")"
19122,"NSLOCTEXT("""", ""ItemTable_19122_Name"", ""Spider"")"
19123,"NSLOCTEXT("""", ""ItemTable_19123_Name"", ""White Tiger"")"
19124,"NSLOCTEXT("""", ""ItemTable_19124_Name"", ""Greater Sabretooth"")"
19125,"NSLOCTEXT("""", ""ItemTable_19125_Name"", ""Greater Jaguar"")"
19126,"NSLOCTEXT("""", ""ItemTable_19126_Name"", ""Greater Wolf"")"
19127,"NSLOCTEXT("""", ""ItemTable_19127_Name"", ""Greater Bear"")"
19128,"NSLOCTEXT("""", ""ItemTable_19128_Name"", ""Greater Hyena"")"
19129,"NSLOCTEXT("""", ""ItemTable_19129_Name"", ""Greater Crocodile"")"
19130,"NSLOCTEXT("""", ""ItemTable_19130_Name"", ""Ostrich"")"
19131,"NSLOCTEXT("""", ""ItemTable_19131_Name"", ""Ostrich"")"
19132,"NSLOCTEXT("""", ""ItemTable_19132_Name"", ""Shoebill"")"
19133,"NSLOCTEXT("""", ""ItemTable_19133_Name"", ""Shoebill"")"
19134,"NSLOCTEXT("""", ""ItemTable_19134_Name"", ""White rhinoceros"")"
19135,"NSLOCTEXT("""", ""ItemTable_19135_Name"", ""Black Rhinoceros"")"
19136,"NSLOCTEXT("""", ""ItemTable_19136_Name"", ""Greater Rhinoceros"")"
19137,"NSLOCTEXT("""", ""ItemTable_19137_Name"", ""Sand Reaper Queen"")"
19138,"NSLOCTEXT("""", ""ItemTable_19138_Name"", ""Greater Rocknose"")"
19140,"NSLOCTEXT("""", ""ItemTable_19140_Name"", ""Gold-vein Rocknose"")"
19141,"NSLOCTEXT("""", ""ItemTable_19141_Name"", ""Silver-vein Rocknose"")"
19142,"NSLOCTEXT("""", ""ItemTable_19142_Name"", ""Greater Boar"")"
19143,"NSLOCTEXT("""", ""ItemTable_19143_Name"", ""Greater Shaleback"")"
19144,"NSLOCTEXT("""", ""ItemTable_19144_Name"", ""Demonic Spider"")"
19145,"NSLOCTEXT("""", ""ItemTable_19145_Name"", ""Wolf"")"
19146,"NSLOCTEXT("""", ""ItemTable_19146_Name"", ""Jaguar"")"
19147,"NSLOCTEXT("""", ""ItemTable_19147_Name"", ""Tiger"")"
19148,"NSLOCTEXT("""", ""ItemTable_19148_Name"", ""Sabretooth"")"
19149,"NSLOCTEXT("""", ""ItemTable_19149_Name"", ""Panther"")"
19150,"NSLOCTEXT("""", ""ItemTable_19150_Name"", ""Greater Panther"")"
19151,"NSLOCTEXT("""", ""ItemTable_19151_Name"", ""Bear Carcass"")"
19152,"NSLOCTEXT("""", ""ItemTable_19152_Name"", ""Hyena Carcass"")"
19153,"NSLOCTEXT("""", ""ItemTable_19153_Name"", ""Crocodile Carcass"")"
19154,"NSLOCTEXT("""", ""ItemTable_19154_Name"", ""Ostrich Carcass"")"
19155,"NSLOCTEXT("""", ""ItemTable_19155_Name"", ""Shoebill Carcass"")"
19156,"NSLOCTEXT("""", ""ItemTable_19156_Name"", ""Rhinoceros Carcass"")"
19157,"NSLOCTEXT("""", ""ItemTable_19157_Name"", ""Sand Reaper Carcass"")"
19158,"NSLOCTEXT("""", ""ItemTable_19158_Name"", ""Rocknose Carcass"")"
19159,"NSLOCTEXT("""", ""ItemTable_19159_Name"", ""Boar Carcass"")"
19160,"NSLOCTEXT("""", ""ItemTable_19160_Name"", ""Gazelle Carcass"")"
19161,"NSLOCTEXT("""", ""ItemTable_19161_Name"", ""Camel Carcass"")"
19162,"NSLOCTEXT("""", ""ItemTable_19162_Name"", ""Shaleback Carcass"")"
19163,"NSLOCTEXT("""", ""ItemTable_19163_Name"", ""Spider Carcass"")"
19164,"NSLOCTEXT("""", ""ItemTable_19164_Name"", ""Tiger Carcass"")"
19165,"NSLOCTEXT("""", ""ItemTable_19165_Name"", ""Sabretooth Carcass"")"
19166,"NSLOCTEXT("""", ""ItemTable_19166_Name"", ""Jaguar Carcass"")"
19167,"NSLOCTEXT("""", ""ItemTable_19167_Name"", ""Wolf Carcass"")"
19168,"NSLOCTEXT("""", ""ItemTable_19168_Name"", ""Gold-vein Rocknose Carcass"")"
19169,"NSLOCTEXT("""", ""ItemTable_19169_Name"", ""Silver-vein Rocknose Carcass"")"
19170,"NSLOCTEXT("""", ""ItemTable_19170_Name"", ""Panther Carcass"")"
19171,"NSLOCTEXT("""", ""ItemTable_19171_Name"", ""Elephant Carcass"")"
19172,"NSLOCTEXT("""", ""ItemTable_19172_Name"", ""Lion Carcass"")"
19173,"NSLOCTEXT("""", ""ItemTable_19173_Name"", ""Scorpion Carcass"")"
19174,"NSLOCTEXT("""", ""ItemTable_19174_Name"", ""Grey Ape Carcass"")"
19175,"NSLOCTEXT("""", ""ItemTable_19175_Name"", ""Gorilla Carcass"")"
19176,"NSLOCTEXT("""", ""ItemTable_19176_Name"", ""Yeti Carcass"")"
19177,"NSLOCTEXT("""", ""ItemTable_19177_Name"", ""Horse Carcass"")"
19178,"NSLOCTEXT("""", ""ItemTable_19178_Name"", ""Feral Dog Carcass"")"
19179,"NSLOCTEXT("""", ""ItemTable_19179_Name"", ""Island Lynx Carcass"")"
19180,"NSLOCTEXT("""", ""ItemTable_19180_Name"", ""Crested Lacerta Carcass"")"
19181,"NSLOCTEXT("""", ""ItemTable_19181_Name"", ""Mountain Lion Carcass"")"
19182,"NSLOCTEXT("""", ""ItemTable_19182_Name"", ""Aardwolf Carcass"")"
19183,"NSLOCTEXT("""", ""ItemTable_19183_Name"", ""Siptah Pelican Carcass"")"
19184,"NSLOCTEXT("""", ""ItemTable_19184_Name"", ""Feral Dog"")"
19185,"NSLOCTEXT("""", ""ItemTable_19185_Name"", ""Greater Feral Dog"")"
19186,"NSLOCTEXT("""", ""ItemTable_19186_Name"", ""Feral Dog"")"
19187,"NSLOCTEXT("""", ""ItemTable_19187_Name"", ""Greater Feral Dog"")"
19188,"NSLOCTEXT("""", ""ItemTable_19188_Name"", ""Feral Dog"")"
19189,"NSLOCTEXT("""", ""ItemTable_19189_Name"", ""Greater Feral Dog"")"
19190,"NSLOCTEXT("""", ""ItemTable_19190_Name"", ""Feral Dog"")"
19191,"NSLOCTEXT("""", ""ItemTable_19191_Name"", ""Greater Feral Dog"")"
19192,"NSLOCTEXT("""", ""ItemTable_19192_Name"", ""Island Lynx"")"
19193,"NSLOCTEXT("""", ""ItemTable_19193_Name"", ""Greater Island Lynx"")"
19194,"NSLOCTEXT("""", ""ItemTable_19194_Name"", ""Crested Lacerta"")"
19195,"NSLOCTEXT("""", ""ItemTable_19195_Name"", ""Greater Crested Lacerta"")"
19196,"NSLOCTEXT("""", ""ItemTable_19196_Name"", ""Aardwolf"")"
19197,"NSLOCTEXT("""", ""ItemTable_19197_Name"", ""Greater Aardwolf"")"
19198,"NSLOCTEXT("""", ""ItemTable_19198_Name"", ""Jungleclaw"")"
19199,"NSLOCTEXT("""", ""ItemTable_19199_Name"", ""Greater Jungleclaw"")"
19200,"NSLOCTEXT("""", ""ItemTable_19200_Name"", ""Siptah Pelican"")"
19201,"NSLOCTEXT("""", ""ItemTable_19201_Name"", ""Greater Siptah Pelican"")"
19202,"NSLOCTEXT("""", ""ItemTable_19202_Name"", ""Mountain Lion"")"
19203,"NSLOCTEXT("""", ""ItemTable_19203_Name"", ""Greater Mountain Lion"")"
19204,"NSLOCTEXT("""", ""ItemTable_19204_Name"", ""Small Turtle"")"
19205,"NSLOCTEXT("""", ""ItemTable_19205_Name"", ""Turtle"")"
19206,"NSLOCTEXT("""", ""ItemTable_19206_Name"", ""Giant Turtle"")"
19207,"NSLOCTEXT("""", ""ItemTable_19207_Name"", ""Tuskbeast"")"
19208,"NSLOCTEXT("""", ""ItemTable_19208_Name"", ""Greater Tuskbeast"")"
19211,"NSLOCTEXT("""", ""ItemTable_19211_Name"", ""Antediluvian Elephant"")"
19212,"NSLOCTEXT("""", ""ItemTable_19212_Name"", ""Greater Antediluvian Elephant"")"
19213,"NSLOCTEXT("""", ""ItemTable_19213_Name"", ""Siptah Rhinocerous Carcass"")"
19214,"NSLOCTEXT("""", ""ItemTable_19214_Name"", ""Tuskbeast Carcass"")"
19215,"NSLOCTEXT("""", ""ItemTable_19215_Name"", ""Antediluvian Elephant Carcass"")"
19216,"NSLOCTEXT("""", ""ItemTable_19216_Name"", ""Apollo"")"
19217,"NSLOCTEXT("""", ""ItemTable_19217_Name"", ""Aries"")"
19218,"NSLOCTEXT("""", ""ItemTable_19218_Name"", ""Brutus"")"
19219,"NSLOCTEXT("""", ""ItemTable_19219_Name"", ""Koji"")"
19220,"NSLOCTEXT("""", ""ItemTable_19220_Name"", ""Oskar"")"
19221,"NSLOCTEXT("""", ""ItemTable_19221_Name"", ""Sigrid"")"
19222,"NSLOCTEXT("""", ""ItemTable_19222_Name"", ""Thor"")"
19223,"NSLOCTEXT("""", ""ItemTable_19223_Name"", ""Playful Pup"")"
19224,"NSLOCTEXT("""", ""ItemTable_19224_Name"", ""Playful Pup"")"
19225,"NSLOCTEXT("""", ""ItemTable_19225_Name"", ""Playful Pup"")"
19226,"NSLOCTEXT("""", ""ItemTable_19226_Name"", ""Playful Pup"")"
19227,"NSLOCTEXT("""", ""ItemTable_19227_Name"", ""Playful Pup"")"
19228,"NSLOCTEXT("""", ""ItemTable_19228_Name"", ""Playful Pup"")"
19229,"NSLOCTEXT("""", ""ItemTable_19229_Name"", ""Playful Pup"")"
19230,"NSLOCTEXT("""", ""ItemTable_19230_Name"", ""Stray Cat"")"
19231,"NSLOCTEXT("""", ""ItemTable_19231_Name"", ""Stray Cat"")"
19232,"NSLOCTEXT("""", ""ItemTable_19232_Name"", ""Stray Cat"")"
19233,"NSLOCTEXT("""", ""ItemTable_19233_Name"", ""House Cat"")"
19234,"NSLOCTEXT("""", ""ItemTable_19234_Name"", ""House Cat"")"
19235,"NSLOCTEXT("""", ""ItemTable_19235_Name"", ""House Cat"")"
19236,"NSLOCTEXT("""", ""ItemTable_19236_Name"", ""Wild Hare"")"
19239,"NSLOCTEXT("""", ""ItemTable_19239_Name"", ""Cobra"")"
19240,"NSLOCTEXT("""", ""ItemTable_19240_Name"", ""Greater Cobra"")"
19241,"NSLOCTEXT("""", ""ItemTable_19241_Name"", ""Cobra Carcass"")"
19242,"NSLOCTEXT("""", ""ItemTable_19242_Name"", ""Stag"")"
19243,"NSLOCTEXT("""", ""ItemTable_19243_Name"", ""Alpha Stag"")"
19244,"NSLOCTEXT("""", ""ItemTable_19244_Name"", ""Stag Carcass"")"
19500,"NSLOCTEXT("""", ""ItemTable_19500_Name"", ""Flesh of Remembrance"")"
19501,"NSLOCTEXT("""", ""ItemTable_19501_Name"", ""Potion of Midnight"")"
19502,"NSLOCTEXT("""", ""ItemTable_19502_Name"", ""Night-Eye Potion"")"
19503,"NSLOCTEXT("""", ""ItemTable_19503_Name"", ""Potion of Bestial Memory"")"
19504,"NSLOCTEXT("""", ""ItemTable_19504_Name"", ""Potion of Natural Learning "")"
19599,"NSLOCTEXT("""", ""ItemTable_19599_Name"", ""Hooked Sword"")"
19600,"NSLOCTEXT("""", ""ItemTable_19600_Name"", ""Scales of Dagon"")"
19605,"NSLOCTEXT("""", ""ItemTable_19605_Name"", ""Infused Aloe Extract"")"
19606,"NSLOCTEXT("""", ""ItemTable_19606_Name"", ""Infused Wraps"")"
19607,"NSLOCTEXT("""", ""ItemTable_19607_Name"", ""Ancient Lemurian Sword"")"
19608,"NSLOCTEXT("""", ""ItemTable_19608_Name"", ""Ancient Lemurian Shield"")"
19609,"NSLOCTEXT("""", ""ItemTable_19609_Name"", ""Ancient Lemurian Trident"")"
19610,"NSLOCTEXT("""", ""ItemTable_19610_Name"", ""Improved Shellfish Trap"")"
19611,"NSLOCTEXT("""", ""ItemTable_19611_Name"", ""Improved Fish Trap"")"
19615,"NSLOCTEXT("""", ""ItemTable_19615_Name"", ""xx_dagon_trident"")"
19616,"NSLOCTEXT("""", ""ItemTable_19616_Name"", ""Daggers of Dagon"")"
19617,"NSLOCTEXT("""", ""ItemTable_19617_Name"", ""Tamed Elephant"")"
19618,"NSLOCTEXT("""", ""ItemTable_19618_Name"", ""Tamed Mammoth"")"
19619,"NSLOCTEXT("""", ""ItemTable_19619_Name"", ""Tamed Komodo"")"
19620,"NSLOCTEXT("""", ""ItemTable_19620_Name"", ""Tamed Komodo Alpha"")"
19621,"NSLOCTEXT("""", ""ItemTable_19621_Name"", ""Tamed Salamander"")"
19622,"NSLOCTEXT("""", ""ItemTable_19622_Name"", ""Tamed Salamander Alpha"")"
19623,"NSLOCTEXT("""", ""ItemTable_19623_Name"", ""Tamed Yakith"")"
19624,"NSLOCTEXT("""", ""ItemTable_19624_Name"", ""Tamed Yakith Packleader"")"
19625,"NSLOCTEXT("""", ""ItemTable_19625_Name"", ""Thunnha Ally"")"
19626,"NSLOCTEXT("""", ""ItemTable_19626_Name"", ""Thunnha Veteran Ally"")"
19627,"NSLOCTEXT("""", ""ItemTable_19627_Name"", ""TchoTcho Ally"")"
19628,"NSLOCTEXT("""", ""ItemTable_19628_Name"", ""TchoTcho Veteran Ally"")"
19629,"NSLOCTEXT("""", ""ItemTable_19629_Name"", ""Tamed Shaggai Drone"")"
19630,"NSLOCTEXT("""", ""ItemTable_19630_Name"", ""Tamed Shaggai Warrior"")"
19631,"NSLOCTEXT("""", ""ItemTable_19631_Name"", ""Komodo Carcass"")"
19632,"NSLOCTEXT("""", ""ItemTable_19632_Name"", ""Salamander Carcass"")"
19633,"NSLOCTEXT("""", ""ItemTable_19633_Name"", ""Yakith Carcass"")"
19634,"NSLOCTEXT("""", ""ItemTable_19634_Name"", ""Shaggai Horror Carcass"")"
19635,"NSLOCTEXT("""", ""ItemTable_19635_Name"", ""Thunnha Token of Friendship "")"
19636,"NSLOCTEXT("""", ""ItemTable_19636_Name"", ""TchoTcho Token of Friendship "")"
19637,"NSLOCTEXT("""", ""ItemTable_19637_Name"", ""Komodo Hatchling"")"
19638,"NSLOCTEXT("""", ""ItemTable_19638_Name"", ""Salamander Hatchling"")"
19639,"NSLOCTEXT("""", ""ItemTable_19639_Name"", ""Small Animal Pen"")"
19640,"NSLOCTEXT("""", ""ItemTable_19640_Name"", ""Sacrificial Stone"")"
19641,"NSLOCTEXT("""", ""ItemTable_19641_Name"", ""XX_Soul Stone"")"
19642,"NSLOCTEXT("""", ""ItemTable_19642_Name"", ""Circle of Power"")"
19643,"NSLOCTEXT("""", ""ItemTable_19643_Name"", ""Shallow Grave"")"
19644,"NSLOCTEXT("""", ""ItemTable_19644_Name"", ""XX_Inscription Bench"")"
